smiles,emission
[NH2+]=C1C=CC2=C(C3=C(OC2=C1)C4=C(C=C3)NC(C)(C)C=C4C)C5=CC=C(C=C5)OC6=CC=CC=C6,540.0
[NH2+]=C1C=CC2=C(C3=C(OC2=C1)C4=C(C=C3)NC(C)(C)C=C4C)C5=CC=C6C=CC=CC6=C5,540.0
[NH2+]=C1C=CC2=C(C3=C(OC2=C1)C4=C(C=C3)NC(C=C4C)(C)C)C5=CC=C(C=C5)SC,540.0
CC(C)(NC1=C2C(OC3=CC4=[NH2+])=C(C(C5=CC=C(C6=CC=CC=C6)C=C5)=C3C=C4)C=C1)C=C2C,540.0
[NH2+]=C1C=CC2=C(C3=CC=C(F)C=C3)C4=C(C=C(N(CCCC)CCCC)C=C4)OC2=C1,565.0
[NH2+]=C1C=CC2=C(C3=CC4=C(C=C(OC)C=C4)C=C3)C5=C(C=C(N(CCCC)CCCC)C=C5)OC2=C1,570.0
[NH2+]=C1C=CC2=C(C3=CC=C(C(C)(C)C)C=C3)C4=C(C=C(N(CCCC)CCCC)C=C4)OC2=C1,565.0
[NH2+]=C1C=CC2=C(C3=CC=CC=C3)C4=C(C=C(N(CCCC)CCCC)C=C4)OC2=C1,565.0
[NH2+]=C1C=CC2=C(C3=CC(C)=CC(C)=C3)C4=C(C=C(N(CCCC)CCCC)C=C4)OC2=C1,560.0
[NH2+]=C1C=CC2=C(C3=CC(OC)=CC=C3)C4=C(C=C(N(CCCC)CCCC)C=C4)OC2=C1,570.0
[NH2+]=C1C=CC2=C(C3=CC(OCO4)=C4C=C3)C5=C(C=C(N(CCCC)CCCC)C=C5)OC2=C1,565.0
[NH2+]=C1C=CC2=C(C3=CC(F)=CC=C3)C4=C(C=C(N(CCCC)CCCC)C=C4)OC2=C1,570.0
[NH2+]=C1C=CC2=C(C3=C(OC2=C1)C=C(C=C3)N(CCCC)CCCC)C4=CC=C(C=C4)N(C)C,570.0
[NH2+]=C1C=CC2=C(C3=CC=C(C)C=C3)C4=C(C=C(N(CCCC)CCCC)C=C4)OC2=C1,565.0
[NH2+]=C1C=CC2=C(C3=CC(C)=C(OC)C(C)=C3)C4=C(C=C(N(CCCC)CCCC)C=C4)OC2=C1,565.0
[NH2+]=C1C=CC2=C(C3=CC=C(F)C(C)=C3)C4=C(C=C(N(CCCC)CCCC)C=C4)OC2=C1,565.0
[NH2+]=C1C=CC2=C(C3=CC=C(CCC)C=C3)C4=C(C=C(N(CCCC)CCCC)C=C4)OC2=C1,565.0
[NH2+]=C1C=CC2=C(C3=CC=C(OC)C=C3)C4=C(C=C(N(CCCC)CCCC)C=C4)OC2=C1,565.0
[NH2+]=C1C=CC2=C(C3=CC(CN4CCOCC4)=CC=C3)C5=C(C=C(N(CCCC)CCCC)C=C5)OC2=C1,570.0
[NH2+]=C1C=CC2=C(C3=CC(CN4CCCCC4)=CC=C3)C5=C(C=C(N(CCCC)CCCC)C=C5)OC2=C1,570.0
[NH2+]=C1C=CC2=C(C3=CC=C(CN4CCCCC4)C=C3)C5=C(C=C(N(CCCC)CCCC)C=C5)OC2=C1,575.0
[NH2+]=C1C=CC2=C(C3=CC=C(OC4=CC=CC=C4)C=C3)C5=C(C=C(N(CCCC)CCCC)C=C5)OC2=C1,565.0
[NH2+]=C1C=CC2=C(C3=CC(C=CC=C4)=C4C=C3)C5=C(C=C(N(CCCC)CCCC)C=C5)OC2=C1,570.0
[NH2+]=C1C=CC2=C(C3=CC=C(SC)C=C3)C4=C(C=C(N(CCCC)CCCC)C=C4)OC2=C1,570.0
[NH2+]=C1C=CC2=C(C3=CC=C(C4=CC=CC=C4)C=C3)C5=C(C=C(N(CCCC)CCCC)C=C5)OC2=C1,565.0
[NH2+]=C1C=CC2=C(C3=C(N(C)C2=C1)C4=C(C=C3)NC(C)(C=C4C)C)C5=CC=C(C=C5)F,550.0
CC(C)(NC1=C2C(N(C)C3=CC4=[NH2+])=C(C(C5=CC(Cl)=C(F)C=C5)=C3C=C4)C=C1)C=C2C,550.0
CC(C)(NC1=C2C(N(C)C3=CC4=[NH2+])=C(C(C5=CC(F)=C(F)C(F)=C5)=C3C=C4)C=C1)C=C2C,550.0
CC(C)(NC1=C2C(N(C)C3=CC4=[NH2+])=C(C(C5=CC=C(C=C(OC)C=C6)C6=C5)=C3C=C4)C=C1)C=C2C,545.0
CC(C)(NC1=C2C(N(C)C3=CC4=[NH2+])=C(C(C5=CC=C(C(C)(C)C)C=C5)=C3C=C4)C=C1)C=C2C,550.0
CC(C)(NC1=C2C(N(C)C3=CC4=[NH2+])=C(C(C5=CC=CC=C5)=C3C=C4)C=C1)C=C2C,550.0
CC(C)(NC1=C2C(N(C)C3=CC4=[NH2+])=C(C(C5=CC(C)=CC(C)=C5)=C3C=C4)C=C1)C=C2C,565.0
CC(C)(NC1=C2C(N(C)C3=CC4=[NH2+])=C(C(C5=CC(OC)=CC=C5)=C3C=C4)C=C1)C=C2C,575.0
CC(C)(NC1=C2C(N(C)C3=CC4=[NH2+])=C(C(C5=CC6=C(OCO6)C=C5)=C3C=C4)C=C1)C=C2C,605.0
CC(C)(NC1=C2C(N(C)C3=CC4=[NH2+])=C(C(C5=CC=CC(F)=C5)=C3C=C4)C=C1)C=C2C,555.0
CC(C)(NC1=C2C(N(C)C3=CC4=[NH2+])=C(C(C5=CC=C(C)C=C5)=C3C=C4)C=C1)C=C2C,560.0
CC(C)(NC1=C2C(N(C)C3=CC4=[NH2+])=C(C(C5=CC(C)=C(OC)C(C)=C5)=C3C=C4)C=C1)C=C2C,565.0
CC(C)(NC1=C2C(N(C)C3=CC4=[NH2+])=C(C(C5=CC(C)=C(F)C=C5)=C3C=C4)C=C1)C=C2C,575.0
CC(C1=C2C=CC(C(C3=CC=CS3)=C4C=C5)=C1OC4=CC5=[NH2+])=CC(N2)(C)C,565.0
CC(C)(NC1=C2C(N(C)C3=CC4=[NH2+])=C(C(C5=CC=C(CCC)C=C5)=C3C=C4)C=C1)C=C2C,565.0
[NH2+]=C1C=CC2=C(C3=C(N(C)C2=C1)C4=C(C=C3)NC(C=C4C)(C)C)C5=CC=C(C=C5)OC,555.0
CC(C=C1C)(C)NC2=C1C(N(C)C3=CC4=[NH2+])=C(C(C5=CC=CC(CN6CCOCC6)=C5)=C3C=C4)C=C2,575.0
CC(C=C1C)(C)NC2=C1C(N(C)C3=CC4=[NH2+])=C(C(C5=CC=CC(CN6CCCCC6)=C5)=C3C=C4)C=C2,560.0
CC(C)(NC1=C2C(N(C)C3=CC4=[NH2+])=C(C(C5=CC=C(CN6CCCCC6)C=C5)=C3C=C4)C=C1)C=C2C,560.0
[NH2+]=C1C=CC2=C(C3=C(N(C)C2=C1)C4=C(C=C3)NC(C)(C)C=C4C)C5=CC=C(C=C5)OC6=CC=CC=C6,540.0
[NH2+]=C1C=CC2=C(C3=C(N(C)C2=C1)C4=C(C=C3)NC(C)(C)C=C4C)C5=CC=C6C=CC=CC6=C5,565.0
[NH2+]=C1C=CC2=C(C3=C(N(C)C2=C1)C4=C(C=C3)NC(C=C4C)(C)C)C5=CC=C(C=C5)SC,590.0
CC(C)(NC1=C2C(N(C)C3=CC4=[NH2+])=C(C(C5=CC=C(C6=CC=CC=C6)C=C5)=C3C=C4)C=C1)C=C2C,540.0
[NH2+]=C1C=CC2=C(C3=CC4=C(C=C(OC)C=C4)C=C3)C5=C(C=C(N(CC)CC)C=C5)NC2=C1,555.0
[NH2+]=C1C=CC2=C(C3=CC(OC)=CC=C3)C4=C(C=C(N(CC)CC)C=C4)NC2=C1,560.0
[NH2+]=C1C=CC2=C(C3=CC=C(C)C=C3)C4=C(C=C(N(CC)CC)C=C4)NC2=C1,555.0
[NH2+]=C1C=CC2=C(C3=CC=C(F)C(C)=C3)C4=C(C=C(N(CC)CC)C=C4)NC2=C1,555.0
[NH2+]=C1C=CC2=C(C3=CC(C=CC=C4)=C4C=C3)C5=C(C=C(N(CC)CC)C=C5)NC2=C1,555.0
[NH2+]=C1C=CC2=C(C3=CC=C(F)C=C3)C4=C(C=C(N(CC)CCCN(C)C)C=C4)OC2=C1,555.0
[NH2+]=C1C=CC2=C(C3=CC(Cl)=C(F)C=C3)C4=C(C=C(N(CC)CCCN(C)C)C=C4)OC2=C1,560.0
[NH2+]=C1C=CC2=C(C3=CC4=C(C=C(OC)C=C4)C=C3)C5=C(C=C(N(CC)CCCN(C)C)C=C5)OC2=C1,555.0
[NH2+]=C1C=CC2=C(C3=CC=C(C(C)(C)C)C=C3)C4=C(C=C(N(CC)CCCN(C)C)C=C4)OC2=C1,555.0
[NH2+]=C1C=CC2=C(C3=CC=CC=C3)C4=C(C=C(N(CC)CCCN(C)C)C=C4)OC2=C1,555.0
[NH2+]=C1C=CC2=C(C3=CC(C)=CC(C)=C3)C4=C(C=C(N(CC)CCCN(C)C)C=C4)OC2=C1,555.0
[NH2+]=C1C=CC2=C(C3=CC(OC)=CC=C3)C4=C(C=C(N(CC)CCCN(C)C)C=C4)OC2=C1,555.0
[NH2+]=C1C=CC2=C(C3=CC(OCO4)=C4C=C3)C5=C(C=C(N(CC)CCCN(C)C)C=C5)OC2=C1,555.0
[NH2+]=C1C=CC2=C(C3=CC(F)=CC=C3)C4=C(C=C(N(CC)CCCN(C)C)C=C4)OC2=C1,560.0
[NH2+]=C1C=CC2=C(C3=CC=C(C)C=C3)C4=C(C=C(N(CC)CCCN(C)C)C=C4)OC2=C1,555.0
[NH2+]=C1C=CC2=C(C3=CC(C)=C(OC)C(C)=C3)C4=C(C=C(N(CC)CCCN(C)C)C=C4)OC2=C1,555.0
[NH2+]=C1C=CC2=C(C3=CC=C(F)C(C)=C3)C4=C(C=C(N(CC)CCCN(C)C)C=C4)OC2=C1,555.0
[NH2+]=C1C=CC2=C(C3=CC=C(CCC)C=C3)C4=C(C=C(N(CC)CCCN(C)C)C=C4)OC2=C1,555.0
[NH2+]=C1C=CC2=C(C3=CC=C(OC)C=C3)C4=C(C=C(N(CC)CCCN(C)C)C=C4)OC2=C1,555.0
[NH2+]=C1C=CC2=C(C3=CC=C(OC4=CC=CC=C4)C=C3)C5=C(C=C(N(CC)CCCN(C)C)C=C5)OC2=C1,555.0
[NH2+]=C1C=CC2=C(C3=CC(C=CC=C4)=C4C=C3)C5=C(C=C(N(CC)CCCN(C)C)C=C5)OC2=C1,560.0
[NH2+]=C1C=CC2=C(C3=CC=C(SC)C=C3)C4=C(C=C(N(CC)CCCN(C)C)C=C4)OC2=C1,560.0
[NH2+]=C1C=CC2=C(C3=CC=C(C4=CC=CC=C4)C=C3)C5=C(C=C(N(CC)CCCN(C)C)C=C5)OC2=C1,560.0
[H]/[N+]([H])=C1C=CC2=C(C3=CC=CC=C3C([O-])=O)C4=CC=C(N([H])[H])C=C4OC2=C\1,520.0
C/[N+]([H])=C1C=CC2=C(C3=CC=CC=C3C([O-])=O)C4=CC=C(N([H])C)C=C4OC2=C\1,553.0
C/[N+](C)=C1C=CC2=C(C3=CC=CC=C3C([O-])=O)C4=CC=C(N(C)C)C=C4OC2=C\1,572.0
CC1=C(NCC)C=C(O2)C(C(C3=CC=CC=C3C([O-])=O)=C(C=C/4C)C2=CC4=[NH+]\CC)=C1,548.0
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C(C=C/3)C4=CC3=[N+](CC)\CC)C(O4)=C1,577.0
CCNC1=C(C)C=C(C(C2=CC=CC=C2C([O-])=O)=C(C=C/3)C4=CC3=[NH+]\CC)C(O4)=C1,566.0
O=C(C1=CC=CC=C1C(C2=CC=C(N3CCC3)C=C2O4)=C(C=C/5)C4=CC5=[N+]6CCC\6)[O-],571.0
O=C(C1=CC=CC=C1C(C2=CC=C(N3CCCC3)C=C2O4)=C(C=C/5)C4=CC5=[N+]6CCCC\6)[O-],576.0
O=C(C1=CC=CC=C1C(C2=CC=C(N3CCCCC3)C=C2O4)=C(C=C/5)C4=CC5=[N+]6CCCCC\6)[O-],586.0
O=C(C1=CC=CC=C1C(C2=CC=C(N3CCCCCC3)C=C2O4)=C(C=C/5)C4=CC5=[N+]6CCCCCC\6)[O-],583.0
O=C(C1=CC=CC=C1C(C2=CC3=C(NCCC3)C=C2O4)=C5C4=CC6=[NH+]CCCC6=C5)[O-],588.0
O=C(C1=CC=CC=C1C(C2=CC3=C(N4CCC3)C(CCC4)=C2O5)=C6C5=C7C8=[N+](CCC7)CCCC8=C6)[O-],600.0
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C3C4=C5C6=[N+](CCC5)CCCC6=C3)C(O4)=C1,587.0
CCNC1=C(C)C=C(C(C2=CC=CC=C2C([O-])=O)=C3C4=C5C6=[N+](CCC5)CCCC6=C3)C(O4)=C1,580.0
CC1(C)C2=C(N3CC1)C(C(C)(C)CC3)=C(O4)C(C(C5=CC=CC=C5C([O-])=O)=C6C4=C7C8=[N+](CCC7(C)C)CCC(C)(C)C8=C6)=C2,600.0
CC[N+]1=C2C(N(CC)CC1)=CC3=C(C4=CC=CC=C4C([O-])=O)C5=CC6=C(N(CC)CCN6CC)C=C5OC3=C2,656.0
[NH2+]=C1C=CC2=C(C3=CC=CC=C3C([O-])=O)C4=CC5=C(N(CC)C(CCCC6)C6N5CC)C=C4OC2=C1,648.0
CCN(C(CCCC1)C1N2CC)C3=C2C=C(C(C4=CC=CC=C4C([O-])=O)=C(C=C/5C)C6=CC5=[NH+]\CC)C(O6)=C3,646.0
CCN(C(CCCC1)C1N2CC)C3=C2C=C(C(C4=CC=CC=C4C([O-])=O)=C(C=C/5)C6=CC5=[N+](CC)\CC)C(O6)=C3,660.0
CCN(C(CCCC1)C1N2CC)C3=C2C=C(C(C4=CC=CC=C4C([O-])=O)=C5C6=C7C8=[N+](CCC7)CCCC8=C5)C(O6)=C3,587.0
NC(C=C1)=CC2=C1C3=[O+]C4=CC=CC=C4C(C5=CC=CC=C5C([O-])=O)=C3C2,548.0
NC(C=C1)=CC2=C1C3=[O+]C4=CC(OC)=CC=C4C(C5=CC=CC=C5C([O-])=O)=C3C2,550.0
NC(C=C1)=CC2=C1C3=[O+]C4=CC(O)=CC=C4C(C5=CC=CC=C5C([O-])=O)=C3C2,582.0
NC(C=C1)=CC2=C1C3=[O+]C4=CC(N(C)C)=CC=C4C(C5=CC=CC=C5C([O-])=O)=C3C2,608.0
NC(C=C1)=CC2=C1C3=[O+]C4=CC(Cl)=CC=C4C(C5=CC=CC=C5C([O-])=O)=C3C2,554.0
NC(C=C1)=CC2=C1C3=[O+]C4=C(CCC5)C(N5CCC6)=C6C=C4C(C7=CC=CC=C7C([O-])=O)=C3C2,632.0
NC(C=C1)=CC2=C1C3=[O+]C4=CC(N(CCC)CCC)=CC=C4C(C5=CC=CC=C5C([O-])=O)=C3C2,619.0
ClC(C=C1)=CC2=C1C3=[O+]C4=CC(N(CCC)CCC)=CC=C4C(C5=CC=CC=C5C([O-])=O)=C3C2,608.0
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C(CC3=C4C=CC=C3)C4=[O+]5)C5=C1,602.0
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C(CC3=C4C=CC(OC)=C3)C4=[O+]5)C5=C1,596.0
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C(CC3=C4C=CC(O)=C3)C4=[O+]5)C5=C1,604.0
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C(CC3=C4C=CC(NCC)=C3)C4=[O+]5)C5=C1,613.0
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C(CC3=C4C=CC(N(CC)CC)=C3)C4=[O+]5)C5=C1,639.0
CN(C)C(C=C1)=CC2=C1C3=[O+]C4=C5C(N(CCC5)CCC6)=C6C=C4C(C7=CC=CC=C7C([O-])=O)=C3C2,640.0
CCN(CC)C(C=C1)=CC2=C1C3=[O+]C4=C5C(N(CCC5)CCC6)=C6C=C4C(C7=CC=CC=C7C([O-])=O)=C3C2,642.0
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C(CC3=C4C=CC=C3O)C4=[O+]5)C5=C1,576.0
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C(CC3=C4C=CC(O)=C3)C4=[O+]5)C5=C1,604.0
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C(CC3=C4C=C(O)C=C3)C4=[O+]5)C5=C1,573.0
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C(CC3=C4C(O)=CC=C3)C4=[O+]5)C5=C1,597.0
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C(CC3)C(C4=C3C=C(N)C=C4)=[O+]5)C5=C1,627.0
O=S(C1=CC=CC=C1C2=C3C=CC(N4C5CCC4CC5)=CC3=[O+]C6=CC(N7C8CCC7CC8)=CC=C62)([O-])=O,567.0
O=S(C1=CC=CC=C1C2=C3C=C/C(C=C3OC4=CC(N(C5)CC6CCC5CC6)=CC=C42)=[N+](C7)/CC8CCC7CC8)([O-])=O,567.0
O=S(C1=CC=CC=C1C2=C3C=C/C(C=C3OC4=CC(N(C)C)=CC=C42)=[N+](C)/C)([O-])=O,568.0
O=C([O-])C1=CC=CC=C1C2=C3C=C4C5=[N+](CCC4)CCCC5=C3OC6=CC(N7C(CCC7)CN8C)=C8C=C62,644.0
O=C([O-])C1=CC=CC=C1C(C(C=CC(N(CC)CC)=C2)=C2O3)=C4C3=CC5=[N+](CC)C6=C(C=CC=C6)SC5=C4,730.0
O=C([O-])C1=CC=CC=C1C(C(C=C(C2=CC=CC=C2)C(N(C)C)=C3)=C3O4)=C5C4=C/C(C(C6=CC=CC=C6)=C5)=[N+](C)/C,571.0
O=C([O-])C1=CC=CC=C1C(C(C=C2C(N(C(C)(C)C3=C2C=CC=C3)C)=C4)=C4O5)=C6C5=CC7=[N+](C)C(C)(C)C8=CC=CC=C8C7=C6,604.0
O=C([O-])C1=CC=CC=C1C(C(C=C2C(N(C(C)(C)C3=C2C=CS3)C)=C4)=C4O5)=C6C5=CC7=[N+](C)C(C)(C)C8=C(C=CS8)C7=C6,605.0
O=C([O-])C1=CC=CC=C1C(C(C=C2C(N(C(C)(C)C3=C2SC=C3)C)=C4)=C4O5)=C6C5=CC7=[N+](C)C(C)(C)C8=C(SC=C8)C7=C6,620.0
O=C([O-])C1=CC=CC=C1C(C(C=C2C(N(C(C)(C)C3=C2SC4=C3C=CC=C4)C)=C5)=C5O6)=C7C6=CC8=[N+](C)C(C)(C)C9=C(SC%10=C9C=CC=C%10)C8=C7,627.0
O=C([O-])C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1C(C(C=C2C(N(C(C)(C)C3=C2SC=C3)C)=C4)=C4O5)=C6C5=CC7=[N+](C)C(C)(C)C8=C(SC=C8)C7=C6,648.0
O=C([O-])C1=C(F)C(F)=C(F)C(F)=C1C(C(C=C2C(N(C(C)(C)C3=C2SC=C3)C)=C4)=C4O5)=C6C5=CC7=[N+](C)C(C)(C)C8=C(SC=C8)C7=C6,649.0
O=C([O-])C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1C(C(C=C2C(N(C(C)(C)C3=C2C=CC4=C3C=CC=C4)C)=C5)=C5O6)=C7C6=CC8=[N+](C)C(C)(C)C9=C(C=CC%10=C9C=CC=C%10)C8=C7,645.0
O=S(C1=CC(S(=O)([O-])=O)=CC=C1C(C(C=C2C(N(C(C)(C)C3=C2SC=C3)C)=C4)=C4O5)=C6C5=CC7=[N+](C)C(C)(C)C8=C(SC=C8)C7=C6)([O-])=O,629.0
O=S(C1=CC(S(=O)([O-])=O)=CC=C1C(C(C=C2C(N(C(C)(C)C3=C2SC4=C3C=CC=C4)C)=C5)=C5O6)=C7C6=CC8=[N+](C)C(C)(C)C9=C(SC%10=C9C=CC=C%10)C8=C7)([O-])=O,633.0
O=S(C1=CC(S(=O)([O-])=O)=CC=C1C(C(C=C2C(N(C(C)(C3=CC=CC=C3)C4=C2SC5=C4C=CC=C5)C)=C6)=C6O7)=C8C7=CC9=[N+](C)C(C)(C%10=CC=CC=C%10)C%11=C(SC%12=C%11C=CC=C%12)C9=C8)([O-])=O,638.0
O=S(C1=CC(S(=O)([O-])=O)=CC=C1C(C(C=C2C(N(C(C)(C3=CC=CC=C3)C4=C2C5=C(N4C)C=CC=C5)C)=C6)=C6O7)=C8C7=CC9=[N+](C)C(C)(C%10=CC=CC=C%10)C%11=C(C%12=C(N%11C)C=CC=C%12)C9=C8)([O-])=O,672.0
NC1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C(C=C3)C4=CC3=[NH2+])C(C4(C)C)=C1,577.0
CC1(C)C2=CC(N(C)C)=CC=C2C(C3=CC=CC=C3C([O-])=O)=C(C=C/4)C1=CC4=[N+](C)\C,642.0
CC1(C)C2=CC(N3CCCC3)=CC=C2C(C4=CC=CC=C4C([O-])=O)=C(C=C/5)C1=CC5=[N+]6CCCC\6,633.0
CC1(C)C2=CC(N(CCC3)CC)=C3C=C2C(C4=CC=CC=C4C([O-])=O)=C5C1=CC6=[N+](CC)CCCC6=C5,662.0
CC1(C)C2=CC(N(C(C)(C)C=C3C)CC)=C3C=C2C(C4=CC=CC=C4C([O-])=O)=C5C1=CC6=[N+](CC)CCCC6=C5,683.0
CC1(C)C2=CC(N(C(C)(C)C=C3C)CC)=C3C=C2C(C4=CC=CC=C4C([O-])=O)=C5C1=CC6=[N+](CC)C(C)(C)C=C(C)C6=C5,700.0
CC1(C)C2=CC(N(CCC3)CC)=C3C=C2C(C4=C(Cl)C(Cl)=C(Cl)C(Cl)=C4C([O-])=O)=C5C1=CC6=[N+](CC)CCCC6=C5,692.0
CC1(C)C2=CC(N(C(C)(C)C=C3C)CC)=C3C=C2C(C4=C(Cl)C(Cl)=C(Cl)C(Cl)=C4C([O-])=O)=C5C1=CC6=[N+](CC)CCCC6=C5,713.0
CC1(C)C2=CC(N(C(C)(C)C=C3C)CC)=C3C=C2C(C4=C(Cl)C(Cl)=C(Cl)C(Cl)=C4C([O-])=O)=C5C1=CC6=[N+](CC)C(C)(C)C=C(C)C6=C5,730.0
CC1(C)C2=CC(N(C)C)=CC=C2C(C3=C(Cl)C(Cl)=C(Cl)C(Cl)=C3C([O-])=O)=C(C=C/4)C1=CC4=[N+](C)\C,672.0
CC1=CC=CC=C1C(C2=CC=C(N)C=C2[Si]3(C)C)=C(C=C4)C3=CC4=[NH2+],613.0
CC1=CC=CC=C1C(C2=CC=C(N(C)C)C=C2[Si]3(C)C)=C(C=C/4)C3=CC4=[N+](C)\C,660.0
CC1=CC=CC=C1C(C2=CC3=C(N(CC3)C)C=C2[Si]4(C)C)=C(C=C5CC6)C4=CC5=[N+]6C,712.0
CC1=CC=CC=C1C(C2=CC3=C(N(CCC3)C)C=C2[Si]4(C)C)=C(C=C5CCC6)C4=CC5=[N+]6C,689.0
CC1=CC=CC=C1C(C2=CC3=C(N(C(C)(C)C=C3C)C)C=C2[Si]4(C)C)=C(C=C5C(C)=CC6(C)C)C4=CC5=[N+]6C,740.0
C[Si]1(C)C2=CC(NCCC3)=C3C=C2C(C4=CC=CC=C4C(O)=O)=C5C1=CC6=[NH+]CCCC6=C5,654.0
C[Si]1(C)C2=CC(N(CC)CC)=CC=C2C(C3=CC=CC=C3C(O)=O)=C(C=C/4)C1=CC4=[N+](CC)\CC,666.0
CN(C)C1=CC=C(C(C2=CC=CC=C2)=C(C=C/3)C4=CC3=[N+](C)\C)C(S4)=C1,599.0
CN(C)C1=CC=C(C(C2=CC=CC=C2)=C(C=C/3)C4=CC3=[N+](C)\C)C([Se]4)=C1,608.0
NC1=CC=C(C(C2=CC=CC=C2CO)=C(C=C3)C4=CC3=[NH2+])C([Se]4)=C1,557.0
CN(C)C1=CC=C(C(C2=CC=CC=C2C)=C(C=C/3)C4=CC3=[N+](C)\C)C([Ge]4(C)C)=C1,649.0
CN(C)C1=CC=C(C(C2=CC=CC=C2C)=C(C=C/3)C4=CC3=[N+](C)\C)C([Te]4=O)=C1,686.0
CN(C)C1=CC=C(C(C2=CC=CC=C2C)=C(C=C/3)C4=CC3=[N+](C)\C)C(P4([O-])=O)=C1,685.0
CN(C)C1=CC=C(C(C2=CC=CC=C2C)=C(C=C/3)C4=CC3=[N+](C)\C)C(P4(OCC)=O)=C1,712.0
CC1=CC=CC=C1C(C2=CC3=C(N(CCC4)CCC3)C4=C2P5([O-])=O)=C6C5=C7C8=[N+](CCC7)CCCC8=C6,722.0
CC1=CC=CC=C1C(C2=CC3=C(N(CCC4)CCC3)C4=C2P5(OCC)=O)=C6C5=C7C8=[N+](CCC7)CCCC8=C6,764.0
O=P1(C)C2=CC(N(CC)CC)=CC=C2C(C3=CC=CC=C3)=C(C=C/4)C1=CC4=[N+](CC)\CC,712.0
O=P1(C)C2=CC(N(CC)CC)=CC=C2C(C3=CC=CC=C3C)=C(C=C/4)C1=CC4=[N+](CC)\CC,712.0
O=P1(C)C2=CC(N(CC)CC)=CC=C2C(C3=C(C)C=C(C)C=C3C)=C(C=C/4)C1=CC4=[N+](CC)\CC,713.0
CN(C)C1=CC=C(C(C2=CC=CC=C2)=C(C=C/3)C4=CC3=[N+](C)\C)C(S4(=O)=O)=C1,736.0
CN(C)C1=CC=C(C(C2=CC=CC=C2C)=C(C=C/3)C4=CC3=[N+](C)\C)C(S4(=O)=O)=C1,742.0
CN(C)C1=CC=C(C(C2=CC=CC=C2OC)=C(C=C/3)C4=CC3=[N+](C)\C)C(S4(=O)=O)=C1,747.0
CN(C)C1=CC=C(C(C2=C(C)C=CC=C2C)=C(C=C/3)C4=CC3=[N+](C)\C)C(S4(=O)=O)=C1,742.0
CN(C)C1=CC=C(C(C2=C(OC)C=CC=C2OC)=C(C=C/3)C4=CC3=[N+](C)\C)C(S4(=O)=O)=C1,752.0
CN(C)C1=CC=C(C=C(C=C/2)C3=CC2=[N+](C)\C)C(O3)=C1,562.0
CN(C1=CC=C(C([Si]2(C)C)=C1)C=C(C2=C/3)C=CC3=[N+](C)\C)C,653.0
CN(C1=CC=C(C([Ge]2(C)C)=C1)C=C(C2=C/3)C=CC3=[N+](C)\C)C,634.0
CN(C1=CC=C(C([Sn]2(C)C)=C1)C=C(C2=C/3)C=CC3=[N+](C)\C)C,628.0
CN(C)C1=CC=C(C=C(C=CC(N(C)C)=C2)C2=N3)C3=C1,528.0
C1(N2CCC2)=CC=C(C=C(C=CC(N3CCC3)=C4)C4=N5)C5=C1,531.0
CN(C1=CC=C(C(C2(C)C)=C1)C(CCCCCCNC(OC(C)(C)C)=O)=C(C2=C/3)C=CC3=[N+](C)\C)C,599.0
CN(C1=CC=C(C([Ge]2(C)C)=C1)C(CCCCCCNC(OC(C)(C)C)=O)=C(C2=C/3)C=CC3=[N+](C)\C)C,618.0
CN(C1=CC=C(C([Si]2(C)C)=C1)C(CCCCCCNC(OC(C)(C)C)=O)=C(C2=C/3)C=CC3=[N+](C)\C)C,623.0
CN(C1=CC=C(C(C2(C)C)=C1)C=C(C2=C/3)C=CC3=[N+](C)\C)C,627.0
C/[N+](C)=C1C=C2C(C=C\1)=CC(C(C2(C)C)=C3)=CC=C3N(CC)CC,630.0
CC1(C)C2=CC(N3CC)=C(CC3)C=C2C=C(C1=C4)C=C5C4=[N+](CC5)CC,657.0
CC1(C)C2=CC(N3CC)=C(CCC3)C=C2C=C(C1=C4)C=C5C4=[N+](CCC5)CC,648.0
CC1(C)C2=CC3=C(C=C2C=C(C1=C4)C=C5C4=[N+](C(C)(C)C=C5C)CC)C(C)=CC(C)(C)N3CC,688.0
CC1(C)C2=CC3=C(C=C2C=C(C1=C4)C=C5C4=[N+](CCC5)CC)CCN3CC,650.0
